image_id,model_name,prompt_type,caption,generation_success,error_message,raw_output,processing_time,metadata
121,blip2,emotional," A woman is laughing while looking at the camera
",True,," A woman is laughing while looking at the camera
",0.21600675582885742,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
122,blip2,standard," A woman is standing in a sunflower field with her arms raised in celebration
",True,," A woman is standing in a sunflower field with her arms raised in celebration
",0.19698119163513184,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
122,blip2,emotional," A woman is standing in a sunflower field with her arms raised in celebration
",True,," A woman is standing in a sunflower field with her arms raised in celebration
",0.19587254524230957,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
123,blip2,standard," A woman is standing in a park with a man sitting on a bench
",True,," A woman is standing in a park with a man sitting on a bench
",0.18452906608581543,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
123,blip2,emotional," A young woman is standing in a park, looking at a man sitting on a bench
",True,," A young woman is standing in a park, looking at a man sitting on a bench
",0.21724867820739746,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
124,blip2,standard,"
",False,Empty caption on attempt 3,"
",0.0978395938873291,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
124,blip2,emotional,"
",False,Empty caption on attempt 3,"
",0.0996391773223877,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
125,blip2,standard," A laptop is sitting on a bed with a white pillow and two pillows
",True,," A laptop is sitting on a bed with a white pillow and two pillows
",0.19615554809570312,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
125,blip2,emotional," A laptop on a bed with a white pillow and two pillows
",True,," A laptop on a bed with a white pillow and two pillows
",0.1734333038330078,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
126,blip2,standard," The man is excited and shouting
",True,," The man is excited and shouting
",0.09853219985961914,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
126,blip2,emotional," The man is excited and happy, he is shouting and shouting
",True,," The man is excited and happy, he is shouting and shouting
",0.16345691680908203,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
127,blip2,standard," A woman is in a pool, looking at herself in the mirror. She is wearing a white swimsuit and is holding a glass of water. She is looking at her reflection in the mirror.
",True,," A woman is in a pool, looking at herself in the mirror. She is wearing a white swimsuit and is holding a glass of water. She is looking at her reflection in the mirror.
",0.4590623378753662,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
127,blip2,emotional," A woman is looking at herself in a mirror
",True,," A woman is looking at herself in a mirror
",0.1297147274017334,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
128,blip2,standard," A man in a santa claus suit is surprised and shocked
",True,," A man in a santa claus suit is surprised and shocked
",0.1742696762084961,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
128,blip2,emotional," A man in a santa claus suit is surprised and shocked
",True,," A man in a santa claus suit is surprised and shocked
",0.17374324798583984,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
129,blip2,standard," A woman is sitting on a wooden chair reading a book
",True,," A woman is sitting on a wooden chair reading a book
",0.15232563018798828,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
129,blip2,emotional," A woman is sitting on a chair reading a book
",True,," A woman is sitting on a chair reading a book
",0.14087557792663574,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
130,blip2,standard," A woman is wearing a red hoodie and is holding her hair back
",True,," A woman is wearing a red hoodie and is holding her hair back
",0.18477272987365723,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
130,blip2,emotional," A woman is screaming in a red hoodie
",True,," A woman is screaming in a red hoodie
",0.13083386421203613,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
131,blip2,standard," A man holding a speech bubble in the jungle
",True,," A man holding a speech bubble in the jungle
",0.13137292861938477,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
131,blip2,emotional," A man is holding a speech bubble in the jungle
",True,," A man is holding a speech bubble in the jungle
",0.14153552055358887,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
132,blip2,standard," A man is standing on a beach with a surfboard
",True,," A man is standing on a beach with a surfboard
",0.15239453315734863,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
132,blip2,emotional," A man is standing on a beach with a surfboard
",True,," A man is standing on a beach with a surfboard
",0.15184426307678223,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
133,blip2,standard," A man is walking in a dark room, the light is coming from the side of the room, the man is standing in the middle of the room, the light is shining on his face, the man is looking at the camera, the man is standing in the middle of the room, the man is looking at the camera, the man is standing in the middle of the room, the man is looking at the camera, the man is standing in the middle of the room, the man is looking",True,," A man is walking in a dark room, the light is coming from the side of the room, the man is standing in the middle of the room, the light is shining on his face, the man is looking at the camera, the man is standing in the middle of the room, the man is looking at the camera, the man is standing in the middle of the room, the man is looking at the camera, the man is standing in the middle of the room, the man is looking",1.1637239456176758,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
133,blip2,emotional," A man is walking in a dark room, the light is coming from the window, the shadows are on the floor, the man is standing in the middle of the room, the shadows are on the wall, the man is looking at the shadows, the man is walking in the dark room, the man is walking in the dark room, the man is walking in the dark room, the man is walking in the dark room, the man is walking in the dark room, the man is walking in",True,," A man is walking in a dark room, the light is coming from the window, the shadows are on the floor, the man is standing in the middle of the room, the shadows are on the wall, the man is looking at the shadows, the man is walking in the dark room, the man is walking in the dark room, the man is walking in the dark room, the man is walking in the dark room, the man is walking in the dark room, the man is walking in",1.122183084487915,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
134,blip2,standard," A woman is sitting on a shelf in a room, stretching her arms out
",True,," A woman is sitting on a shelf in a room, stretching her arms out
",0.1959216594696045,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
134,blip2,emotional," A woman is sitting on a shelf in a room, she is stretching her arms and legs, she is looking at the camera, she is smiling, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera,",True,," A woman is sitting on a shelf in a room, she is stretching her arms and legs, she is looking at the camera, she is smiling, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera, she is looking at the camera,",1.1211349964141846,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
135,blip2,standard," I'm a black man in a white t-shirt, standing in front of a blue wall.
",True,," I'm a black man in a white t-shirt, standing in front of a blue wall.
",0.25031542778015137,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
135,blip2,emotional," I'm a black man in a white t-shirt, standing in front of a blue wall.
",True,," I'm a black man in a white t-shirt, standing in front of a blue wall.
",0.24988031387329102,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
136,blip2,standard," A man is screaming in anger
",True,," A man is screaming in anger
",0.09838414192199707,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
136,blip2,emotional," A man is screaming in anger
",True,," A man is screaming in anger
",0.09711313247680664,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
137,blip2,standard," A young girl is running in a field, wearing a white dress, and holding a toy. She is running away from the camera, and is running towards the camera.
",True,," A young girl is running in a field, wearing a white dress, and holding a toy. She is running away from the camera, and is running towards the camera.
",0.4052259922027588,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
137,blip2,emotional," A young girl is running in the grass, she is wearing a white dress and is running towards the camera
",True,," A young girl is running in the grass, she is wearing a white dress and is running towards the camera
",0.26131606101989746,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
138,blip2,standard," A woman is surprised to see her husband with a gift bag
",True,," A woman is surprised to see her husband with a gift bag
",0.16347289085388184,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
138,blip2,emotional," A woman is surprised by a gift from her husband
",True,," A woman is surprised by a gift from her husband
",0.14076495170593262,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
139,blip2,standard," A woman is laying on her bed with her phone in her hand, and a glowing red heart is on the screen
",True,," A woman is laying on her bed with her phone in her hand, and a glowing red heart is on the screen
",0.2831134796142578,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
139,blip2,emotional," A woman is laying on her bed with her phone in her hand, and a red heart is glowing on the screen
",True,," A woman is laying on her bed with her phone in her hand, and a red heart is glowing on the screen
",0.2834784984588623,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
140,blip2,standard," A field of tall grass and barbed wire
",True,," A field of tall grass and barbed wire
",0.13054656982421875,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
140,blip2,emotional," A field of tall grass and barbed wire
",True,," A field of tall grass and barbed wire
",0.13050341606140137,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
141,blip2,standard," A woman is talking to her mother
",True,," A woman is talking to her mother
",0.1092994213104248,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
141,blip2,emotional," A woman is talking to her mother
",True,," A woman is talking to her mother
",0.10844159126281738,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
142,blip2,standard," A woman sits on the floor of a room, looking at a book
",True,," A woman sits on the floor of a room, looking at a book
",0.18474912643432617,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
142,blip2,emotional," A woman sits on the floor in a room with a blue light
",True,," A woman sits on the floor in a room with a blue light
",0.17442870140075684,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
143,blip2,standard," A man is sitting on the stairs of a house, he is sad and depressed, he is sitting on the stairs and he is looking at the floor
",True,," A man is sitting on the stairs of a house, he is sad and depressed, he is sitting on the stairs and he is looking at the floor
",0.36040472984313965,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
143,blip2,emotional," A man is sitting on the stairs of a house, he is sad and depressed, he is sitting on the stairs and he is crying
",True,," A man is sitting on the stairs of a house, he is sad and depressed, he is sitting on the stairs and he is crying
",0.3270845413208008,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
144,blip2,standard," A woman is standing in a field of yellow flowers, her arms outstretched, and her head is tilted back. She is looking up at the sky.
",True,," A woman is standing in a field of yellow flowers, her arms outstretched, and her head is tilted back. She is looking up at the sky.
",0.3705146312713623,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
144,blip2,emotional," A woman is standing in a field of yellow flowers, her arms are outstretched, and she is smiling.
",True,," A woman is standing in a field of yellow flowers, her arms are outstretched, and she is smiling.
",0.272078275680542,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
145,blip2,standard," A group of presents on a red background
",True,," A group of presents on a red background
",0.11945700645446777,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
145,blip2,emotional," A group of presents on a red background
",True,," A group of presents on a red background
",0.1189274787902832,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
146,blip2,standard," A woman is sitting at a desk with a laptop and a blank screen
",True,," A woman is sitting at a desk with a laptop and a blank screen
",0.18752455711364746,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
146,blip2,emotional," A woman is sitting at a desk with a laptop and a blank screen
",True,," A woman is sitting at a desk with a laptop and a blank screen
",0.18509864807128906,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
147,blip2,standard," a woman is standing in a box, with her arms outstretched, and her legs are bent
",True,," a woman is standing in a box, with her arms outstretched, and her legs are bent
",0.2396078109741211,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
147,blip2,emotional," a woman is standing in a box, holding her arms outstretched, and her legs are bent
",True,," a woman is standing in a box, holding her arms outstretched, and her legs are bent
",0.2395930290222168,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
148,blip2,standard," A senior couple is standing in front of a tree, smiling and looking at each other
",True,," A senior couple is standing in front of a tree, smiling and looking at each other
",0.2174527645111084,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
148,blip2,emotional," A happy elderly couple standing in front of a tree
",True,," A happy elderly couple standing in front of a tree
",0.14135956764221191,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
149,blip2,standard," A man is sitting on a box in front of a large screen
",True,," A man is sitting on a box in front of a large screen
",0.17473053932189941,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
149,blip2,emotional," A man is sitting on a box in front of a large screen, looking at a painting
",True,," A man is sitting on a box in front of a large screen, looking at a painting
",0.22898483276367188,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
150,blip2,standard," The image shows a crowd of people raising their hands in worship.
",True,," The image shows a crowd of people raising their hands in worship.
",0.17435526847839355,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
150,blip2,emotional," The image shows a crowd of people raising their hands in the air
",True,," The image shows a crowd of people raising their hands in the air
",0.17479538917541504,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
151,blip2,standard," A woman is holding a tablet computer and raising her hand
",True,," A woman is holding a tablet computer and raising her hand
",0.15336203575134277,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
151,blip2,emotional," A woman is holding a tablet computer and raising her hand
",True,," A woman is holding a tablet computer and raising her hand
",0.15200233459472656,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
152,blip2,standard," A young couple is talking on the steps of a building
",True,," A young couple is talking on the steps of a building
",0.15205931663513184,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
152,blip2,emotional," A young couple is talking to each other on the steps of a building
",True,," A young couple is talking to each other on the steps of a building
",0.1850583553314209,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
153,blip2,standard," a woman with her hands on her head, in a dark room, with a red light behind her
",True,," a woman with her hands on her head, in a dark room, with a red light behind her
",0.2510256767272949,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
153,blip2,emotional," a woman with her hands on her head, looking at the camera
",True,," a woman with her hands on her head, looking at the camera
",0.1737360954284668,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
154,blip2,standard," A young woman is smiling while listening to music on headphones
",True,," A young woman is smiling while listening to music on headphones
",0.15253162384033203,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
154,blip2,emotional," A young woman is listening to music and smiling
",True,," A young woman is listening to music and smiling
",0.13045644760131836,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
155,blip2,standard, A young man is sitting at a table with a book and pen in his hand. He is looking at the book and writing in it. He is thinking about something. He is sad and depressed. He is thinking about his life. He is thinking about his future. He is thinking about his past. He is thinking about his present. He is thinking about his future. He is thinking about his past. He is thinking about his present. He is thinking about his future. He is thinking about,True,, A young man is sitting at a table with a book and pen in his hand. He is looking at the book and writing in it. He is thinking about something. He is sad and depressed. He is thinking about his life. He is thinking about his future. He is thinking about his past. He is thinking about his present. He is thinking about his future. He is thinking about his past. He is thinking about his present. He is thinking about his future. He is thinking about,1.2840805053710938,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
155,blip2,emotional," A young man is sitting at a table with a book and pen, his head is down and he is looking at the page
",True,," A young man is sitting at a table with a book and pen, his head is down and he is looking at the page
",0.3048250675201416,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
156,blip2,standard," A man is sitting on a porch with a devil mask on his head. He is holding his head in his hands. He is looking at the camera.
",True,," A man is sitting on a porch with a devil mask on his head. He is holding his head in his hands. He is looking at the camera.
",0.37284255027770996,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
156,blip2,emotional," A man is sitting on a porch, holding his head in his hands, looking at a devil mask on the wall
",True,," A man is sitting on a porch, holding his head in his hands, looking at a devil mask on the wall
",0.2830197811126709,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
157,blip2,standard," A woman is holding a banana
",True,," A woman is holding a banana
",0.09768438339233398,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
157,blip2,emotional," A woman is holding a banana
",True,," A woman is holding a banana
",0.09753656387329102,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
158,blip2,standard," a woman with dreadlocks and glasses smiling
",True,," a woman with dreadlocks and glasses smiling
",0.11962294578552246,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
158,blip2,emotional," i am a black woman with dreadlocks and glasses
",True,," i am a black woman with dreadlocks and glasses
",0.14125490188598633,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
159,blip2,standard," The image is of a young man in a park, looking at the camera.
",True,," The image is of a young man in a park, looking at the camera.
",0.20656919479370117,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
159,blip2,emotional," The image is of a young man in a park, looking at the camera. He is wearing a white t-shirt and a black leather jacket. He is looking at the camera with a serious expression.
",True,," The image is of a young man in a park, looking at the camera. He is wearing a white t-shirt and a black leather jacket. He is looking at the camera with a serious expression.
",0.4809896945953369,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
160,blip2,standard," A man is climbing a mountain at sunset
",True,," A man is climbing a mountain at sunset
",0.11977815628051758,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
160,blip2,emotional," A man is climbing a mountain at sunset, he is reaching the top of the mountain, he is standing on the top of the mountain, he is looking at the sunset, he is looking at the sky, he is looking at the horizon, he is looking at the sunset, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is",True,," A man is climbing a mountain at sunset, he is reaching the top of the mountain, he is standing on the top of the mountain, he is looking at the sunset, he is looking at the sky, he is looking at the horizon, he is looking at the sunset, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is looking at the horizon, he is",1.240079641342163,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
161,blip2,standard," The image is of a young black woman crying in the woods.
",True,," The image is of a young black woman crying in the woods.
",0.17478299140930176,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
161,blip2,emotional," A young black woman is crying in the woods
",True,," A young black woman is crying in the woods
",0.13035917282104492,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
162,blip2,standard,"
",False,Empty caption on attempt 3,"
",0.098876953125,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
162,blip2,emotional,"
",False,Empty caption on attempt 3,"
",0.09796547889709473,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
163,blip2,standard," A young woman is showing her finger to her nose
",True,," A young woman is showing her finger to her nose
",0.1422591209411621,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
163,blip2,emotional," A young woman is showing her finger to her nose
",True,," A young woman is showing her finger to her nose
",0.1408979892730713,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
164,blip2,standard," A man is standing on a skateboard
",True,," A man is standing on a skateboard
",0.11963438987731934,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
164,blip2,emotional," A man is sitting on a bench
",True,," A man is sitting on a bench
",0.10844302177429199,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
165,blip2,standard," A young woman sits on the floor of her bedroom, looking out the window
",True,," A young woman sits on the floor of her bedroom, looking out the window
",0.19897150993347168,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
165,blip2,emotional," A young woman sits on the floor of her bedroom, looking out the window
",True,," A young woman sits on the floor of her bedroom, looking out the window
",0.19658374786376953,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
166,blip2,standard," A woman is hugging her mother in front of a fireplace
",True,," A woman is hugging her mother in front of a fireplace
",0.15325593948364258,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
166,blip2,emotional," A woman is hugging her mother in front of a fireplace
",True,," A woman is hugging her mother in front of a fireplace
",0.15198159217834473,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
167,blip2,standard," A woman is sleeping in bed with her head on the pillow, her arm is raised and her hand is on her forehead. She is wearing a white shirt and a white bra. She is in a dark room.
",True,," A woman is sleeping in bed with her head on the pillow, her arm is raised and her hand is on her forehead. She is wearing a white shirt and a white bra. She is in a dark room.
",0.5044701099395752,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
167,blip2,emotional," A woman is sleeping in bed with her head on the pillow, her eyes closed, and her hand on her stomach. She is wearing a white tank top and a white bra. She is in a dark room with a blue light.
",True,," A woman is sleeping in bed with her head on the pillow, her eyes closed, and her hand on her stomach. She is wearing a white tank top and a white bra. She is in a dark room with a blue light.
",0.5721285343170166,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
168,blip2,standard," A woman is smiling while holding a bouquet of roses
",True,," A woman is smiling while holding a bouquet of roses
",0.15370535850524902,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
168,blip2,emotional," A young woman is laughing and holding a bouquet of roses
",True,," A young woman is laughing and holding a bouquet of roses
",0.1638340950012207,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
169,blip2,standard," The image shows two women sitting on a bed in a bedroom. The woman on the left is using her cell phone while the woman on the right is using her laptop. The woman on the left is using her cell phone while the woman on the right is using her laptop.
",True,," The image shows two women sitting on a bed in a bedroom. The woman on the left is using her cell phone while the woman on the right is using her laptop. The woman on the left is using her cell phone while the woman on the right is using her laptop.
",0.6348400115966797,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
169,blip2,emotional,"
",False,Empty caption on attempt 3,"
",0.09801101684570312,"{""model"": ""blip2"", ""prompt_type"": ""emotional"", ""attempts"": 3, ""attempt_1_empty"": true, ""attempt_2_empty"": true, ""attempt_3_empty"": true}"
170,blip2,standard," A woman is holding her hands to her face, and is coughing
",True,," A woman is holding her hands to her face, and is coughing
",0.17392945289611816,"{""model"": ""blip2"", ""prompt_type"": ""standard"", ""attempts"": 1, ""success"": true, ""success_at_attempt"": 1}"
